"Mean.BL"	"Var.BL"	"Mean.Tr"	"Var.Tr"	"Moran.I"	"Age"	"Colless"	"Sackin"	"nLTT"	"Msig"	"Cvar"	"Svar"	"Shgt"	"Dcdf"	"Skw"	"Krts"	"MnRegTr"	"VrRegTr"	"MnTrDif"	"VrTrDif"	"MnRegBl"	"VarRegBl"	"MnBlDif"	"VarBlDif"	"Amp1"	"Amp2"	"BiCoef"	"BiRatio"	"Mode1"	"Mode2"	"Blkm.K"
"1"	49.2527739090909	2340.16124069153	4.55553062400847	0.714111528797431	-0.159296353664745	135.758054	0.563636363636364	59	0.602429867288659	1.64158517074383	2.92999433553781	-0.0116550444812148	0.0370572751415955	0.416666666666667	-1.22093919197102	0.650033950200071	4.10081368892431	0.996846920030879	-0.454716935084165	0.282735391233448	10.2344558015521	351.103982916145	-39.0183181075388	-1989.05725777539	2.48403492194241	4.50151203501646	0.531816609653496	6.04257392826511	4	6	0.00373636651826087
"2"	41.2353666764706	2222.19482713442	4.13199723595362	0.565014552816541	-0.0222577536631674	135.758054	0.573529411764706	124	0.51093083222268	1.06745734330775	4.2246656331733	-0.00561564615388704	0.0122643950787061	0.604575163398693	-1.2571978751364	0.948423095964957	4.10081368892431	0.996846920030879	-0.0311835470293191	0.431832367214338	10.2344558015521	351.103982916145	-31.0009108749185	-1871.09084421828	2.39616629731851	4.33869300503383	0.565794783852084	4.5694044359408	4	11	0.00464573734535727
"3"	43.09279496875	2182.20133313021	4.13190513777397	0.693951895316336	-0.0386006717657527	135.758053	0.583333333333333	112	0.534629695695146	0.0132979895870906	3.03650717599523	-0.000291270041090627	0.0137768345724139	0.235294117647059	-0.669243061159644	0.1188224117049	4.10081368892431	0.996846920030879	-0.0310914488496605	0.302895024714543	10.2344558015521	351.103982916145	-32.8583391671979	-1831.09735021407	2.39537976361253	4.29104700606156	0.383447985302088	0.0349501791820467	4	10	0.433473533007885
"4"	48.38014875	2162.04890500681	4.29896441635216	1.02028951946293	-0.0785742447998287	135.758051	0.533333333333333	50	0.585277175711101	1.80651407926262	2.8325620420465	-0.011648482002328	0.0270984191625557	0.363636363636364	-0.400974535481778	-2.1973544747763	4.10081368892431	0.996846920030879	-0.198150727427856	-0.0234425994320548	10.2344558015521	351.103982916145	-38.1456929484479	-1810.94492209066	3.90960803984129	5.16996661563555	0.589434515708035	0.809256377950302	3	4	0.00493794733507058
"5"	51.6308232272727	2335.75466952546	4.48329741009398	0.481922725024607	0.0269094293360712	135.758055	0.4	52	0.634370796222377	0.0066775020238061	0.807006333568555	-0.000258773432525001	0.0117762705432831	0.75	0.236397820524776	-2.66518326352876	4.10081368892431	0.996846920030879	-0.382483721169674	0.514924195006272	10.2344558015521	351.103982916145	-41.3963674257206	-1984.65068660932	4.22205429842144	0.518438462813883	0.771760315518373	0	4	5	0.620801842222518
"6"	30.00728575	1741.50492910395	4.453630581427	0.380535881573817	-0.10908944636287	135.758055	0.5	65	0.345191355291224	0.0417699339281727	13.1720418762209	-0.000981600332043688	0.00940139080282211	0.442307692307692	0.371199143145064	-1.69917254725647	4.10081368892431	0.996846920030879	-0.352816892502697	0.616311038457062	10.2344558015521	351.103982916145	-19.7728299484479	-1390.40094618781	4.22070593190423	0.641376657473853	0.510654239910941	0	4	7	0.0877033314704345
"7"	38.0565735	1780.37251028971	4.4945827459231	0.400249964201699	-0.0438460339560458	135.758055	0.316176470588235	95	0.466632168528772	0.0192595757726344	4.37930927504165	-0.000616617560222738	0.00266857870859032	0.441176470588235	0.0416419846197668	-1.48447162015315	4.10081368892431	0.996846920030879	-0.393769056998795	0.59659695582918	10.2344558015521	351.103982916145	-27.8221176984479	-1429.26852737356	4.38129642534304	0.649481910544662	0.470733409558741	0	4	10	0.185486808766796
"8"	40.9973468684211	2285.44961460117	4.29837498408185	0.564189896217441	-0.0136322434116162	135.758055	0.426900584795322	127	0.510904469122245	0.0258550557779932	4.95109546285731	-0.000881659502398235	0.0143830004236488	0.178947368421053	-0.657119189788596	0.696291755606076	4.10081368892431	0.996846920030879	-0.197561295157546	0.432657023813438	10.2344558015521	351.103982916145	-30.7628910668689	-1934.34563168502	2.29636882023003	4.36413588885568	0.33804819121099	0.0546768901354655	4	10	0.186395256748819
"9"	40.3432278076923	2120.30123981117	4.20208833195667	1.08156214240849	0.102840605746992	135.758055	0.525641025641026	75	0.489013919583314	0.0508164015379608	-2.4501305528019	-0.00134866784521605	0.00923205592517533	0.285714285714286	-0.776133839359675	-0.750354031885812	4.10081368892431	0.996846920030879	-0.101274643032362	-0.0847152223776142	10.2344558015521	351.103982916145	-30.1087720061402	-1769.19725689502	4.64451138790205	0.340057348627851	0.518477654012609	0	3	5	0.187455083916213
"10"	36.98412903125	1705.14417183877	4.22241910717944	0.875854212007136	0.0233388103516246	135.758055	0.5	104	0.449930028388643	0.0310561403477943	23.4174813197541	-0.00103960743367433	0.00817192526484265	0.286764705882353	-0.880955380622	0.397316787868914	4.10081368892431	0.996846920030879	-0.121605418255138	0.120992708023743	10.2344558015521	351.103982916145	-26.7496732296979	-1354.04018892263	1.79179978285748	4.46569668880151	0.438056495353698	7.50693604846359	4	7	0.256199742021152
